0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9990366088631984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9990366088631984,0.9894026974951831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9942196531791907,0.9927745664739884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9951830443159922,0.9985549132947977,0.9995183044315993,0.0,0.0,0.0,0.0,0.0,0.0
0.9971098265895953,0.9961464354527938,0.9995183044315993,0.9922928709055877,0.9980732177263969,0.0,0.0,0.0,0.0,0.0
0.9956647398843931,0.9985549132947977,1.0,1.0,1.0,0.9922928709055877,0.0,0.0,0.0,0.0
0.9995183044315993,0.9985549132947977,0.9951830443159922,0.9975915221579962,0.99373795761079,0.9990366088631984,1.0,0.0,0.0,0.0
0.9975915221579962,0.9812138728323699,0.9927745664739884,0.9879576107899807,0.9990366088631984,0.9816955684007708,0.9975915221579962,0.9961464354527938,0.0,0.0
0.9975915221579962,0.9797687861271677,0.9966281310211946,0.9918111753371869,0.9455684007707129,0.99373795761079,1.0,0.98747591522158,0.9898843930635838,0.0
